RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06
94731,85015,Phoenix,AZ,Phoenix,Maricopa,1379,65950,64925,62200,64025,62400,62465,64750,63810,61650,61675,63040,64102.5,67182.5,66675,58000,58075,64125,63300,68650,70600,67850,63875,68725,71050,75600,76300,76450,77150,74805,78945,81150,83265,80935,75025,77240,76635,79515,80885,83465,85285,82975,83390,85950,84710,79925,72865,76685,83200,90465,91010,90750,90100,95575,97350,94600,93900,90900,78050,90800,95550,99100,96400,99050,97665,96210,93075,98350,107225,99525,96365,91635,98200,99600,99400,108150,109000,104300,102050,106400,103750,107515,107210,110475,109400,111340,111817.5,113679,115169.5,110435.65,109837.35,108705,107995,111900,116775,112940,118935,121250,124575,124775,126615,119535,120900,125300,131575,133675,128650,136150,143050,143300,144715,150575,158410,163090,171210,167015,184435,182725,171025,184225,198025,199000,199800,210000,217450,215750,207025,211725,202000,203500,190050,170825,170875,179625,190546.5,201741.3,190405.2,179215,155785,166800,167235,195095,177598.5,181231.5,182250,181065,196135,186150,160350,158625,143125,138850,,,,,110000,,102692.3077,120794.1176,117325,136250,96350,104400,110350,113000,93650,72850,80425,92687.5,99408.75,89253.75,82975,73875,70775,64125,73000,77325,83421,62494.7,57101.3,70500,72450,77500,68775,73380,73810,77535,76700,117667.5,83410,91440,92625,107450,117875,109325,108815,108585,108300,107100,109300,112715,117035,121750,111500,107125,107125,127012.5,126633.75,128243.75,131992.5,127617.5,117625,129000,136750,139200,142600,143675,129550,141775,147200,150715,145150,141835,150100,156965,147985,146600,146900,155800,159250,169325,170662.5,163277.5,159585,149250,158000,158000,162250,163500,170000,160500,167400,172150
99317,97477,Springfield,OR,Eugene,Lane,1380,89760,89605,90420,96275,94500,89350,90290,99760,101937.5,92202.5,98185,96650,91090,96990,101085,104200,107035,107250,103550,97865,85835,84665,89185,103600,101850,101950,106760,104231.5,98923.5,102025,110400,106995,98345,102597.5,102562.5,99115,98085,102895,103805,103932.5,103232.5,99135,103450,101325,101550,104825,109950,112550,107105,106945,107870,102480,109415,111035,102600,100375,102525,104770,102630,117570,114755,113550,113397.5,115774.5,114897.9,110081.6,103047.5,106670,110750,108000,109500,113950,112090,105897.5,106012.5,115800,115350,109675,109650,117725,122150,117765,117585,116765,118585,125100,121240,122235,123340,128450,122185,122375,128026.5,133221.05,133130.45,127275,128225,129860,135540,134615,134135,130915,130010,138990,139710,134050,134525,139000,147652.5,158762.5,154035,155800,159700,163715,166730,160355,158900,161450,164250,162000,175400,177800,177215,176985,183900,180350,181400,174500,173900,165950,168900,177250,185800,191715,192235,188850,183525,183290,194735,189350,203550,197800,187765,177035,173535,167719,181340.3,183363.7,181800,183312.5,188961.25,168201.25,159200,197400,,197692.3077,,167750,166200,166465,170085,159820,166195,163200,174385,,,181500,182676.4706,176400,165990,165744.5,165671.65,169737.85,174800,162732.9,158900,150875,142325,150750,142925,136790,141650,,,140000,,178461.5385,163529.4118,,,125500,140441.1765,134640,,123230.7692,130341.1765,143425,147135,143000,142050,141050,153440,148897.5,146292.5,149220,183450,180965,164935,157965,173010,181475,171715,195585,200100,172000,153250,154750,159375,173625,185275,179175,171100,160650,158900,159015,175450,169335,181100,194300,193500,180500,199750,199250,197750,186750,179750,192250,186500,179015,184355,182980,186375
73145,34609,Spring Hill,FL,Tampa,Hernando,1381,57500,63200,69965,70810,65150,73775,76250,68750,69575,72175,67400,63725,65340,67410,67925,68895,69155,67150,70050,70615,75535,70715,75010,75740,73560,70775,71965,75885,80150,82080,80245,77140,77435,71100,69340,70125,74185,81000,84075,88800,83800,82950,83490,88785,87765,86085,80430,91320,91950,87755,84620,85375,99775,106150,100940,100085,96500,92500,89250,87505,86520,93025,92815,98950,106235,99450,96700,96625,107030,103095,96825,93975,95365,103080,100005,106900,107850,107200,105200,109930,103470,102250,99975,99125,106365,114260,108325,114250,118075,122525,121400,121100,122850,126600,126040,122760,121065,126685,131045,131370,134200,138895,139765,142350,146525,151750,154250,155300,160160,163505,174350,179565,187320,196880,197995,199775,203795,210520,205035,205720,213945,222710,231075,226825,220475,217600,217400,216347,208956.9,197857,186962.1,184130,186825,188250,177300,177800,181500,175735,170715,169200,172800,172065,173385,173000,164075,161840,160460,159725,160940,148810,147100,149835,146345,130570,111950,127550,132500,132300,122200,123750,124500,124665,121460,119175,119150,132200,122750,118550,118500,118550,117755,120020,115640,109935,106200,102400,115775,110950,99225,100965,105085,108015,106510,109775,97975,95775,93050,86900,98550,94975,92775,91250,93710,97140,101750,101750,99000,99975,105315,108360,99650,91850,91800,102700,108875,115550,116325,115925,116725,120655,121145,114350,110625,105625,102950,108325,112975,121855,123870,125050,127450,125350,121875,116275,114725,115625,118200,122050,125750,126550,129800,127950,133650,130215,135735,140950,137050,129750,124750,129300,134700,139300,
72324,32955,Rockledge,FL,Melbourne,Brevard,1382,67375,67400,70025,74290,75625,85985,92240,91480,86220,76060,80925,83525,85075,86125,87990,86020,90020,92095,90095,89035,90345,84625,80800,78990,82060,83100,82050,94875,91300,88400,85650,90175,90670,93990,91140,82175,79375,77345,82455,89525,94025,103355,96820,91675,91700,95850,95475,94850,97920,97180,100890,96700,97210,106340,114935,117550,108900,101120,102930,109815,114935,111650,109965,108985,116115,115385,113400,112525,115915,112660,108150,108450,112100,118400,122800,121700,128900,123750,128615,132135,134100,130270,126260,126050,126660,131560,130900,133925,136260,128615,129325,127185,130640,135495,132820,130145,130740,136365,141785,,176900,183465,163435,153805,158860,178950,203490,211145,219000,219100,217645,231045,237910,232150,246320,245625,246155,240610,251100,253410,260030,251400,251495,255760,259495,255350,257540,241690,225520,224800,240960,226595,203045,193350,196150,190550,177010,173060,194680,192200,180050,165150,163150,172450,173950,171650,176800,169750,156100,162250,155500,164500,158000,150850,167970,165630,162750,160125,156875,159250,160475,165525,158485,155500,155750,155865,163830,159405,161500,161550,146550,154870,144030,143500,142750,149000,152800,140555,137190,142555,143500,151000,151150,144750,136325,136775,127765,135285,138800,115665,108950,116985,116805,136975,129450,136450,144500,125050,137775,114425,113450,126850,130900,140465,148735,149750,169600,180315,169985,182000,184500,178875,163325,139015,139885,146715,165860,164875,152300,185200,187250,182500,187250,161325,173600,167175,159450,170775,195750,201825,201000,207515,200585,196400,189250,194000,185250,185500,178725,173825,172950,170750,172550
58254,1085,Westfield,MA,Springfield,Hampden,1383,120050,131050,127250,124900,131600,125450,117650,111575,118247.5,127520.25,128222.25,128315,123885,121350,123250,120025,119400,121825,122000,137175,128450,120775,115350,120205,133510,132485,121850,123600,126150,127760,126149.5,136374.25,137711.25,140800,146800,145500,134800,119900,122250,138250,139375,125925,121250,125925,127175,132812.5,131762.5,124925,118600,120765,131635,139350,143275,138450,145675,141515,141880,136255,125400,127675,135540,139085,139655,145960,148360,143625,139715,139110,147190,143950,177360,176075,173675,153375,164150,160350,151020,157229,167106,173535,158325,147487.5,142852.5,147485,146650,166950,176725,184275,184800,180300,172500,168200,162250,153175,162725,163850,166145,176055,185450,189515,198985,198750,204415,185235,174050,194085,213647.5,220800,230832.5,201085,234775,224375,222825,217090,206310,227975,223200,225250,223450,222800,208200,207465,218610,222375,223500,210900,211750,218300,204250,206815,216485,224000,216400,212375,214825,,303450,265215,223335,221950,218050,209000,219750,199750,211500,216250,206525,204112.5,211762.5,216850,208950,212550,207000,,186538.4615,,185200,191175,187350,182350,187700,189730,188070,200450,201800,210650,,207346.1538,200470.5882,192400,187950,193200,188550,193350,209650,220925,177925,198275,,210923.0769,191647.0588,,197615.3846,219647.0588,220500,196100,179700,178250,205300,,190384.6154,181705.8824,198800,195500,198950,197115,201685,190150,203050,195200,208300,192825,198375,191375,200875,195250,189800,187450,180150,181225,170625,173250,179900,194625,,188076.9231,205941.1765,210150,210800,197800,190150,178000,183400,192690,,193076.9231,,194076.9231,199705.8824,212750,219165,218185,220715,220985,223200,221715,,,165000,176705.8824,209215,229060,
84292,60025,Glenview,IL,Chicago,Cook,1384,231250,208000,199000,203100,225150,218050,212000,201100,200850,175125,,214230.7692,218500,205575,212625,207425,212200,217250,217075,210425,209200,215600,208350,216350,209325,215125,227450,232125,225425,230800,231700,234000.5,221750.35,217250.65,214950.35,207800.15,208000,231525,235975,241750,240100,223050,225100,228000,248250,243500,241625,258225,267950,275850,268350,272000,261300,275700,298050,282050,256650,262250,270250,268375,275825,269575,281475,285750,299700,281550,277500,307000,324500,295450,302050,308650,306975,320175,318000,326700,329750,321450,343300,327000,319200,298400,308400,318125,347125,343250,401000,390500,375000,352000,324400,324100,329750,325000,345500,328750,344400,353350,345750,351500,366900,370100,366250,374300,364200,372750,374750,378500,375900,415250,422850,424500,440450,437150,427900,440750,449000,391250,387825,405425,432750,444500,461750,448750,449250,441250,435500,412250,434550,439200,505000,534850,509950,461700,446525,432225,447000,426750,437950,,496800,461050,432900,397250,399500,394250,391300,458950,468950,457300,420250,405125,392125,378750,399050,381450,363000,344250,329200,356675,378375,375475,382475,407550,379750,428500,362500,321500,322000,347500,366250,415425,413575,465125,430000,414750,362500,310500,356500,403375,470375,386500,364500,335500,374300,322950,330700,350550,322900,390925,447375,297769.2308,272117.6471,287200,304025,360300,340675,354000,412750,411800,359100,365500,332625,316575,319050,351250,388750,440325,400925,340750,336625,320625,334000,366500,376800,407450,391275,383575,407200,381000,386500,398475,389675,405100,395000,,,,342150,361700,388150,419500,480500,462950,395050,360325,357075,368225,380625,384000,372875,366225,396900
72577,33410,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,1385,111600,125525,141025,140205,118545,128150,130950,127200,107850,118050,123200,111150,101100,102725,110075,125700,135725,132275,133250,136700,122050,117750,122750,122500,117750,131065,131785,133775,130440,134210,120075,122450,137250,132700,144800,141500,155250,151550,144700,142375,137875,142300,149250,137950,137300,120400,126375,130125,129600,124700,118950,125550,136150,149500,154900,158050,141125,136205,146685,150030,163220,163530,165355,155100,159000,157500,144150,142250,140450,,223850,208000,196250,196500,191625,185275,206380,194020,189875,200125,218925,217825,228000,219500,214300,230672.5,237848.25,220470.5,210478.75,204092.5,216822.25,208113,220222.25,247640,255048,250492,263100,257250,260250,260500,263950,263984,272103.8,277580.2,283750,325125,320825,336715,365885,372000,390800,382800,397000,399700,411300,414150,403100,423000,410475,408775,422000,418000,399000,372125,361593.5,334227.95,314990.55,355750,377500,400750,393150,383475,365125,384800,321450,309000,314500,281500,257100,270400,276250,305550,317165,324435,309250,294500,271500,307000,350750,310000,,250600,260400,237600,242900,257350,258000,266750,257250,249500,263600,267400,262250,209750,227275,226975,231750,238500,229500,207750,211250,218750,226800,232900,256765,247250,230250,190550,176285,163115,216700,278485,272315,256700,232100,240950,259750,254500,242750,231000,240750,239500,219750,234000,245000,234250,228000,214500,225970,239735,261045,246250,245000,235200,245050,257500,276875,280362.5,278116.25,280371.25,271000,268750,279500,270200,272800,286575,291775,306300,324850,304150,302100,,266150,274850,294875,313312.5,307062.5,286700,299800,318550,338950,306500,286600,290815,301235,322500,306250,274550,266100,285400,292700,318750,323050
65321,18042,Easton,PA,Allentown,Northampton,1386,71550,68425,66225,66350,70750,74475,66525,67425,63500,62875,63550,67800,64625,61615,62485,70250,71700,70300,67475,66625,63175,69475,68450,71350,68185,63815,71915,73825,70010,68515,69235,62500,62350,61070,68280,69250,65000,67115,73150,73035,68565,69915,69945,68675,65300,64600,57700,54600,62300,68125,71475,74375,71325,69250,70025,67405,68151,66579,60750,65500,72550,78075,77125,76500,78525,74775,70865,71960,73775,73825,73725,72600,72625,71125,77795,80170,79360,75987.5,78452.5,76285,77600,78775,69925,71700,75540,78225,80635,81750,84650,85250,84800,87900,90125,86325,92175,92225,87575,92252.5,94822.5,93250,100750,99500,97250,92500,92000,91875,103575,105000,100915,108885,118900,119338,119561.6,114626.4,121150,136650,148850,140400,119400,112250,117850,130850,142750,141500,135100,132400,131050,125400,126465,125985,138000,135825,137250,130575,134600,136750,137800,137650,133800,136615,143800,139985,127945,126205,133200,126000,136250,133750,131050,133825,130625,124750,128750,126600,134100,128000,120800,118250,134175,146697.5,137002.5,128825,129900,126450,125275,,,143000,135352.9412,128700,119225,123325,122575,104040,115235,116000,126950,,161923.0769,,123076.9231,114823.5294,112465,123035,99335,145350,163265,142715,131935,127225,132275,125550,119575,118575,127050,105200,107215,93235,104165,110435,124050,121125,95533,85535.6,96022.4,104015,91985,97875,113250,100637.5,94402.5,106235,100950,104100,101950,114175,115325,109800,108500,117800,131100,113550,99850,121500,107565,92435,101175,116825,101715,96685,101965,115485,123900,110400,114100,118500,127800,117850,119550,117150,114000,120250,118150
66987,21702,Frederick,MD,Washington,Frederick,1387,,155550,141000,132200,137805,146238.5,141191.5,134375,126365,127600,117350,118932.5,118390.75,120856.75,122365,133310,132237.5,124437.5,122400,124480,125495,126216,123143.7,123512.3,119485,125625,126290,133935,142022.5,135813.1,127232.6,121809.8,121502.5,123244.25,126601.25,129022.1,131466.15,130099.25,127132.5,130692.9,134719.35,134316.75,139557.15,138759.85,132940,136100,139175,143000,134240,132900,138450,141985,155112.5,146363.75,138648.75,139350,139130,148868,135509.4,137661.6,138810.5,142451.5,141223,150485,156515,162150,157850,160625,163625,161350,162350,157050,168855,171481,175524,184121.5,183132.05,176224.45,170180,174296.5,173198.5,160500,169800,176200,167475,173350,182925,184250,179000,178200,191665,192200,196135,204265,212360,222475,224525,230087.5,235702.5,244235,251750,253150,260087.5,263712.5,245300,254500,274842.5,270939.75,271878.25,285354.5,296550,300000,302500,301745,310746.5,327998.5,322700,312250,303215,316735,323700,321000,308965,302235,300000,296725,301457.5,301142.5,316575,335910,314692.5,302216.75,290235.75,302250,293000,313950,306590,292682.5,316615.75,305856.75,273000,262412.5,268398.25,266734.25,257200,262965,265535,268700,283750,267650,295600,284750,296749,313244.3,289591.2,266353.5,250000,244500,246100,252250,241650,240800,257250,256715,274860,240020,214096.5,217498.5,227170,233194,237996,228889,229763.5,224705.25,245349.75,250750,233825,206025,201550,210600,234455,222845,212968.5,211400,223700,219250,227200,209625,196800,175172.5,165652.5,169400,193650,203450,199800,203000,207450,204000,207625,214477.5,213797.5,210250,202250,212000,214850,230950,245200,240950,243715,247265,240196,254784,243215,234935,223050,250450,247450,246330,251320,245600,241400,239200,239465,227135,227100,238400,247265,,310750,272250,248835,263765,266200,258250,246415,238950,238235,236750,205362.5,219978.75,232758.75,243625,254250
77022,44122,Shaker Heights,OH,Cleveland,Cuyahoga,1388,165490,180485,193450,169000,156000,169100,151500,144424,137491.3,171852.7,164150,164900,154225,165425,204650,191500,182570,172930,162025,162725,144150,140600,,198700,194250,181750,199200,210700,206350,188525,179725,166050,172950,175650,182700,175850,176850,194200,202200,213000,220150,205400,172700,161500,155950,164650,204750,205825,199375,206550,208800,204900,220700,231465,198235,199750,184950,222050,199000,181250,170000,184870,201305,223475,237950,216100,192900,194350,193500,204480,228620,209785,197515,179850,220565,233635,235625,240175,220465,206935,208900,202700,191075,207575,227800,229500,220950,237075,247265,258110,252400,230350,215250,232450,234215,242685,229550,220600,233150,260850,269925,254350,230575,245800,254200,242165,242450,241085,253800,238600,243000,248875,252125,228250,229250,227750,211100,228600,193050,208250,207250,212000,246500,275800,266482.5,236667.5,207000,211250,217200,220215,,232846.1538,229352.9412,232450,258000,276815,270260,268950,256525,221637.5,209206.25,182681.25,,266250,255200,240100,243950,243500,218500,204600,205142.5,225096.75,244865.75,,253923.0769,224764.7059,189700,179250,213750,232750,236750,234150,237000,224100,192000,244250,222000,206125,224875,235250,282000,305750,286500,251500,268750,244500,213500,208000,278000,231250,188500,183500,202000,204100,211300,198350,212050,203950,195200,,175576.9231,154250,153012.5,188200,183900,186775,198075,207350,192250,181450,171550,160300,165750,220250,221600,208300,201045,211250,235575,233137.5,221567.5,174120,165800,,,225000,201544.1176,231043.75,228018.75,245000,248250,,,150000,160588.2353,184800,,253153.8462,,228600,235450,223100,209400,201800,218500,,205615.3846,,187653.8462,202647.0588,219500,253800,
75646,40356,Nicholasville,KY,Lexington,Jessamine,1389,74282.8,77836.2,74210,79375,98065,88185,90535,,134875,,,79069.85,84530.65,88948,,171578.9,,,93545,97975,93525,82125,76675,,129400,108750,,83161.25,87292.25,95194,95825,95375,97275,90200,98365,89975,95883,95645.1,98817.9,95500,95125,84800,94450,105962.5,108562.5,107850,103550,92450,96375,102125,107850,108720,103524,97346,92425,103525,99100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115900,123017.6471,123685,126472.5,125755.75,126861.75,127145,124707.5,124767.5,121558.5,123571.45,130527.05,120425,120950,125115,129835,130265,130050,134900,132200,135610,132575,126115,,174200,151474.5,178167.15,162437.35,146820,133615,,162400,157796.5,137229.55,133686.95,144520,141180,131440,117917.5,121541.25,126776.25,133420,133655,133297.5,142800,140942.5,131635,130865,133205,127995,145085,137875,130132.5,139492.5,148350,144882.5,137047.75,131609.75,127595,115680,130035,129790,129662.5,129362.5,125400,124750,136075,130750,122150,112450,115200,112700,126150,114350,110060,116340,120046.5,128187.55,124599.45,149104.5,1487534.5,1082212.15,545087.35,135450,,,122175,126575,123500,120000,122200,119825,112075,128650,125650,121025,,142269.2308,125250,115750,111500,130050,133700,126500,113450,119250,109370,123155,127425,119750,106250,114300,124775,128750,138325,129750,128175,116825,135940,128310,133025,140750,137850,132650,137300,142715,138485,142950,144800,136250,135850,140150,153575,140575,140150,139200,147250,143050,138400,140300,142250,137625,130825,143075,144275,137425,134557.5,145436.5,145245.8,
82256,55406,Minneapolis,MN,Minneapolis-St Paul,Hennepin,1390,73535,73982.5,73717.25,77385.25,77940,76610,75215,73450,,74307.6923,78529.4118,77100,73350,73040,73612.5,76547.5,77715,79085,79615,79900,79950,81985,79150,80025,83025,81900,84550,87650,89200,92400,91775,88825,88600,87900,88950,89050,92150,95100,98700,99900,105150,112000,116200,111425,109550,109325,104000,105800,102700,111150,116100,121975,127025,124600,125650,132800,136200,130850,127225,120450,123575,135295,145905,149000,146625,147425,148925,152125,155790,157135,151225,150175,152362.5,155762.5,163325,163090,162985,166050,171450,172700,172915,172535,168790,166060,168440,169367.5,177407.5,185135,185785,183465,181080,183770,187400,182015,179685,181715,184235,188250,194275,195875,203100,203250,200350,200600,200550,195415,194285,196460,193490,201105,207989,214827.35,212654.65,211365,212650,214365,215235,212825,205180,203020,204925,210725,211375,213200,209715,214335,213650,211275,210700,212925,202965,209400,214285,210950,205450,209150,215475,214092.5,215432.5,221800,207000,199850,188000,,185868.4615,197847.2353,202894.35,207250,204730,204345,202975,188950,189050,,189230.7692,194852.9412,187625,198400,196375,189575,189850,188300,184175,188275,180650,177100,191500,183800,185025,179075,179350,171075,196825,214350,219450,183850,164115,162910,157915.5,156007.85,154177.65,152325,157565,171835,166225,156959.5,150760.5,152610.35,147040.15,141350,123775,137775,142650,155900,160300,169125,182125,187800,188500,185075,174500,176125,156200,155725,161775,176125,197675,202950,200215,192085,187350,191050,196025,192688,186344.1,171768.9,162550,176975,197025,206750,209050,209525,198425,197450,198450,182685,171015,180025,189013.5,195896.95,205067.55,211953.2,222222.8,212700,216965,201235,208500,207250,202250,211500,240500,250500,242050
69688,28054,Gastonia,NC,Charlotte,Gaston,1391,78323.5294,77975,78950,82400,89300,76700,79125,78425,72675,74375,72750,68000,67550,77950,78800,86450,89650,79450,77100,80550,78750,74150,81200,78325,76275,91050,94550,92550,81800,77250,71700,80700,,77650,78050,89550,85700,85200,86250,83900,82350,90200,79200,92425,85675,105250,95000,86750,86000,87200,95900,96800,98850,111750,113750,102250,94250,92375,93925,92200,93750,101600,111300,104475,100525,91100,87400,89700,99800,101900,108700,103500,109275,107750,98225,99050,96200,113125,108375,100800,91100,96050,109600,116050,114925,114675,119900,121150,114000,115525,123900,124100,117225,98350,86450,100975,107225,101350,103275,112375,116000,120750,133000,131650,118836,113190.2,97945.8,99500,100273,110301.1,109721.9,116725,114200,107025,112250,112525,104225,103750,97550,105550,98900,111250,114750,122250,112275,119750,128400,121825,117750,108300,126050,138250,139800,129850,130450,139550,134550,127950,123650,131650,134450,121150,127375,133725,124125,131625,129750,133000,126000,129750,127750,117250,123775,104150,116350,111475,111150,113250,117500,122500,117950,124350,116675,117325,120800,106925,104825,103900,115425,121425,116650,93250,88150,100825,,108846.1538,123470.5882,108800,106100,100950,111350,107200,,121538.4615,2140941.177,1325450,629625,98625,85175,,106692.3077,,130769.2308,126382.3529,97575,,91653.8462,110352.9412,116350,104950,110950,102150,86900,98375,111325,120000,120900,114650,109950,107750,117325,95575,95050,110300,114825,105950,120175,120650,106375,108825,110300,115850,114150,100550,94750,79800,,115650,128500,137150,135000,133550,127600,128150,112950,118800,126750,128585,123715,118750,123600,122900,128500
75573,40219,Louisville,KY,Louisville/Jefferson County,Jefferson,1392,71860,71950,76912.5,77962.5,79250,78550,76550,74775,71575,70500,71310,72974.5,72285.5,75900,72615,73465,78326,76279,77500,76190,79235,69450,68450,71605,72133.5,78586.5,81360,84990,88235,84300,85230,82620,86950,86525,82855,85821,84917.5,82526.5,83375,84600,86400,87125,91250,89625,92025,86200,81982.5,82817.5,84525,85150,91500,90550,92650,93750,93215,91210,88690,87385,91565,94955,96135,94776,92104,89275,92125,100765,99728,94712,97175,96410,93247,93588,92100,92400,90800,95275,99175,95045,99889,95756,97015,95830,97736.5,97958.5,101150,104100,110200,111100,105665,106450,104970,103294.5,98424,102231.5,98838,104252,105260,109575,107625,106575,110265,115350,117210,108725,112500,112465,116835,114440,107303,110412,112975,112915,112685,112750,110487.5,113012.5,109820,111707,109118,109415,106960,109030,112796,109284,114715,117655,119868.5,113321.5,110450,106750,105790,104835,108800,107205,110855,114615,110140,108860.5,113229.5,112940,108060,107260,105690,107500,109925,120625,116300,117550,111375,112175,113085,112729.5,112056.5,110859,117550,122575,116145,118354,113766,114875,112085,113740,110875,117590,114625,109778,122328.5,114373.5,115875,114630,111538.5,104975,97475,97550,100120,103319,107561,107022,110853,110115,102641,99989,101100,103700,105950,108375,104625,101500,109000,,,103900,103958.8235,101735,109175,107550,,119923.0769,107352.9412,107000,103250,104300,92932,92685,97974.5,101809.5,106113,106189,94909,97468,93522,104125,101905,,,108000,118235.2941,120090,116060,116175,116225,113450,122150,120875,115475,105900,100250,110625,120175,120700,124700,124000,122165,120785,121350,125350,128400,129315,124135,121000,117350,119250,120700
99540,98058,Renton,WA,Seattle,King,1393,149921.25,152975,151550,153007.5,153400,151112.5,144905,143240,150885,157000,147425,144750,154680,160077.5,156675,157027.5,156222.5,158217.5,159732.5,157792.5,156360,166331.5,165323.5,164532.5,167392.5,167400,171620,182630,187775,181675,176600,172350,180750,170500,170950,178300,189200,193800,192450,189365,186515,191302.5,194175,187292.5,193900,183250,195100,188975,186977.5,194239,198998.5,193100,189735,195806.5,191548.5,196850,201500,184825,188457.5,196455,210203.5,202819,199875,203782.5,213742.5,213175,201200,191832.5,203767.5,214807.5,217325,223217.5,223982.5,231707.5,236888,237314.5,235763.5,235009,227500,225495,229271.5,229623.5,237346.5,239960.05,233536.45,229150,240732.5,250627.5,253831.5,249298.5,246700,245350,241650,234550,245650,259710,263090,266575,269257.5,259987.5,255305,274332.5,280462,277981.15,274188.35,277600,284736,286302.7,280283.3,277125,283032.5,293042.5,297850,292335,297508,292684.5,300370.75,298026.75,289250,282100,304500,324625,336577.5,337739,341423.5,332782.5,343767.5,343482.5,357517.5,355425,345500,347250,357500,366350,346900,346750,343500,347575,323607.5,319950,333725,338942.5,331640,343535,352025,345500,335325,345675,324500,310800,313450,297650,298050,,381923.0769,360882.3529,331250,313000,304000,297600,268650,272675,296907.5,292617.5,289250,,293846.1538,300882.3529,288000,271650,249600,248750,237500,224850,288650,266900,277650,250950,251750,235400,235207.5,243195.25,251662.25,265700,267700,281800,264000,251450,223450,207557.5,218742.5,215300,236225,252400,266962.5,263162.5,275150,262755,263170,247925,249800,224250,243575,255725,264315,267685,262300,277550,276750,285450,257715,235485,248050,270800,270375,258732.5,268392.5,289330,311820,298750,293537,289393.4,295343.6,298350,289000,314800,312450,318250,324550,347500,357675,348232.5,328742.5,328000,321250,299975,300775,329025,336625,345610,339140,360150,388500
